PPI,Positive_environment_number,SD,H2O2,Hydroxyurea,Doxorubicin,Forskolin,Raffinose,NaCl,Cold_16C,FK506
YCL025C_YKR048C,1,0,0,0,0,0,1,0,0,0
YEL031W_YMR300C,1,0,0,0,0,0,1,0,0,0
YPL058C_YGL203C,1,0,0,0,0,0,1,0,0,0
YJL153C_YOR276W,1,0,0,0,0,0,1,0,0,0
YMR058W_YMR300C,1,0,0,0,0,0,1,0,0,0
YER070W_YLR291C,1,0,0,0,0,0,1,0,0,0
YDR233C_YLR110C,1,0,0,0,0,0,1,0,0,0
YKR080W_YGR234W,1,0,0,0,0,0,1,0,0,0
YPR028W_YER145C,1,0,0,0,0,0,1,0,0,0
YJL153C_YER145C,1,0,0,0,0,0,1,0,0,0
YCL025C_YBL102W,1,0,0,0,0,0,1,0,0,0
YCL025C_YKL088W,1,0,0,0,0,0,1,0,0,0
YDR385W_YPR028W,2,0,0,0,0,0,1,1,0,0
YDL215C_YLL001W,1,0,0,0,0,0,1,0,0,0
YJR010W_YEL031W,1,0,0,0,0,0,1,0,0,0
YPR156C_YER020W,1,0,0,0,0,0,1,0,0,0
YDL212W_YLR056W,1,0,0,0,0,0,1,0,0,0
YDR233C_YGR234W,2,0,0,0,0,0,1,0,0,1
YKL212W_YKR080W,1,0,0,0,0,0,1,0,0,0
YEL031W_YNL255C,1,0,0,0,0,0,1,0,0,0
YDR233C_YLR100W,1,0,0,0,0,0,1,0,0,0
YML056C_YDL212W,1,0,0,0,0,0,1,0,0,0
YDR233C_YGR229C,1,0,0,0,0,0,1,0,0,0
YML048W_YML012W,1,0,0,0,0,0,1,0,0,0
YMR058W_YDL212W,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YHL011C,1,0,0,0,0,0,1,0,0,0
YJL002C_YJR076C,1,0,0,0,0,0,1,0,0,0
YCL025C_YBL039C,1,0,0,0,0,0,1,0,0,0
YMR058W_YGR229C,1,0,0,0,0,0,1,0,0,0
YLL001W_YGL055W,1,0,0,0,0,0,1,0,0,0
YDL109C_YBR177C,2,0,0,0,0,0,1,0,0,1
YGR055W_YGL055W,1,0,0,0,0,0,1,0,0,0
YIL138C_YDL160C,1,0,0,0,0,0,1,0,0,0
YDL109C_YBR214W,2,0,0,0,0,0,1,0,0,1
YNL255C_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YDR476C_YML012W,1,0,0,0,0,0,1,0,0,0
YOR016C_YBR106W,1,0,0,0,0,0,1,0,0,0
YOR323C_YER145C,1,0,0,0,0,0,1,0,0,0
YPL094C_YBR106W,1,0,0,0,0,0,1,0,0,0
YEL001C_YML012W,2,0,0,0,0,0,1,0,0,1
YCL025C_YDR068W,1,0,0,0,0,0,1,0,0,0
YDL109C_YDL168W,1,0,0,0,0,0,1,0,0,0
YBR011C_YNL007C,1,0,0,0,0,0,1,0,0,0
YPL058C_YGR284C,1,0,0,0,0,0,1,0,0,0
YNR035C_YEL031W,1,0,0,0,0,0,1,0,0,0
YJL153C_YIL034C,1,0,0,0,0,0,1,0,0,0
YPL058C_YMR300C,1,0,0,0,0,0,1,0,0,0
YML056C_YER145C,1,0,0,0,0,0,1,0,0,0
YPL058C_YLR216C,1,0,0,0,0,0,1,0,0,0
YER070W_YGR020C,1,0,0,0,0,0,1,0,0,0
YJL002C_YJL178C,1,0,0,0,0,0,1,0,0,0
YOL147C_YER145C,1,0,0,0,0,0,1,0,0,0
YLR432W_YEL002C,1,0,0,0,0,0,1,0,0,0
YDR497C_YDR100W,1,0,0,0,0,0,1,0,0,0
YNL283C_YER145C,1,0,0,0,0,0,1,0,0,0
YJL153C_YOR042W,1,0,0,0,0,0,1,0,0,0
YDL109C_YFR014C,1,0,0,0,0,0,1,0,0,0
YER136W_YOR042W,1,0,0,0,0,0,1,0,0,0
YDL109C_YOR016C,1,0,0,0,0,0,1,0,0,0
YER136W_YDL212W,1,0,0,0,0,0,1,0,0,0
YDR508C_YKR080W,1,0,0,0,0,0,1,0,0,0
YPL058C_YIR038C,2,0,0,0,0,0,1,0,1,0
YOL147C_YBR106W,1,0,0,0,0,0,1,0,0,0
YGR183C_YJR117W,1,0,0,0,0,0,1,0,0,0
YDL109C_YER145C,1,0,0,0,0,0,1,0,0,0
YPL058C_YKR080W,1,0,0,0,0,0,1,0,0,0
YEL031W_YIR038C,2,0,0,0,0,0,1,0,0,1
YKR080W_YNL007C,1,0,0,0,0,0,1,0,0,0
YER136W_YML012W,1,0,0,0,0,0,1,0,0,0
YIL138C_YGL055W,1,0,0,0,0,0,1,0,0,0
YLR028C_YGR234W,1,0,0,0,0,0,1,0,0,0
YAR002C-A_YML055W,1,0,0,0,0,0,1,0,0,0
YER136W_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YPL058C_YML012W,1,0,0,0,0,0,1,0,0,0
YBR011C_YIR037W,1,0,0,0,0,0,1,0,0,0
YDL109C_YMR109W,2,0,0,0,0,0,1,0,0,1
YJL153C_YOR133W,2,0,0,0,0,0,1,0,0,1
YDL109C_YBL007C,2,0,0,0,0,0,1,0,0,1
YDR233C_YOR042W,1,0,0,0,0,0,1,0,0,0
YCL025C_YLR262C,1,0,0,0,0,0,1,0,0,0
YJL002C_YHR175W,1,0,0,0,0,0,1,0,0,0
YPL246C_YML067C,1,0,0,0,0,0,1,0,0,0
YBR011C_YML086C,2,0,0,0,0,0,1,0,0,1
YDL109C_YDL215C,1,0,0,0,0,0,1,0,0,0
YPL058C_YCR030C,1,0,0,0,0,0,1,0,0,0
YKR003W_YML012W,1,0,0,0,0,0,1,0,0,0
YNL138W_YKR080W,1,0,0,0,0,0,1,0,0,0
YER136W_YEL031W,1,0,0,0,0,0,1,0,0,0
YBR011C_YDR272W,1,0,0,0,0,0,1,0,0,0
YKR003W_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YER053C-A_YGR284C,3,0,0,0,0,0,1,1,0,1
YER136W_YKR048C,1,0,0,0,0,0,1,0,0,0
YML056C_YDL160C,1,0,0,0,0,0,1,0,0,0
YER136W_YIL027C,1,0,0,0,0,0,1,0,0,0
YER070W_YNL274C,1,0,0,0,0,0,1,0,0,0
YBR068C_YDL212W,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YOL147C,2,0,0,0,0,0,1,0,0,1
YDL109C_YPL091W,2,0,0,0,0,0,1,0,0,1
YMR300C_YGR234W,2,0,0,0,0,0,1,0,0,1
YLR432W_YDR152W,1,0,0,0,0,0,1,0,0,0
YPR139C_YMR149W,1,0,0,0,0,0,1,0,0,0
YJL002C_YKR080W,1,0,0,0,0,0,1,0,0,0
YHR146W_YIR038C,1,0,0,0,0,0,1,0,0,0
YDR068W_YLL001W,1,0,0,0,0,0,1,0,0,0
YER070W_YNL098C,1,0,0,0,0,0,1,0,0,0
YLR432W_YER145C,1,0,0,0,0,0,1,0,0,0
YEL031W_YJL151C,2,0,0,0,0,0,1,0,1,0
YDR233C_YJL178C,1,0,0,0,0,0,1,0,0,0
YDL212W_YNL255C,1,0,0,0,0,0,1,0,0,0
YDL182W_YOR016C,1,0,0,0,0,0,1,0,0,0
YDL109C_YGR080W,1,0,0,0,0,0,1,0,0,0
YDL109C_YDR032C,2,0,0,0,0,0,1,0,0,1
YCR043C_YMR292W,1,0,0,0,0,0,1,0,0,0
YJL002C_YFL038C,1,0,0,0,0,0,1,0,0,0
YOR323C_YPR028W,1,0,0,0,0,0,1,0,0,0
YDR233C_YJL192C,1,0,0,0,0,0,1,0,0,0
YDL109C_YNL247W,1,0,0,0,0,0,1,0,0,0
YDR508C_YBR283C,1,0,0,0,0,0,1,0,0,0
YKL054C_YCR093W,1,0,0,0,0,0,1,0,0,0
YCL025C_YDL160C,1,0,0,0,0,0,1,0,0,0
YLR432W_YMR300C,1,0,0,0,0,0,1,0,0,0
YKR080W_YEL002C,1,0,0,0,0,0,1,0,0,0
YOL012C_YER145C,1,0,0,0,0,0,1,0,0,0
YDL208W_YMR058W,1,0,0,0,0,0,1,0,0,0
YMR058W_YML012W,1,0,0,0,0,0,1,0,0,0
YNL212W_YER020W,1,0,0,0,0,0,1,0,0,0
YDL109C_YHL011C,2,0,0,0,0,0,1,0,0,1
YCL025C_YDR100W,1,0,0,0,0,0,1,0,0,0
YAL007C_YER145C,1,0,0,0,0,0,1,0,0,0
YER063W_YKR080W,1,0,0,0,0,0,1,0,0,0
YBR011C_YIL138C,1,0,0,0,0,0,1,0,0,0
YER070W_YDR300C,1,0,0,0,0,0,1,0,0,0
YGR191W_YJL192C,1,0,0,0,0,0,1,0,0,0
YIL138C_YOR042W,1,0,0,0,0,0,1,0,0,0
YDR100W_YER145C,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YKR048C,1,0,0,0,0,0,1,0,0,0
YOL147C_YFL038C,1,0,0,0,0,0,1,0,0,0
YML086C_YLL001W,1,0,0,0,0,0,1,0,0,0
YJL002C_YNL125C,1,0,0,0,0,0,1,0,0,0
YGR061C_YGR234W,1,0,0,0,0,0,1,0,0,0
YDL212W_YPR052C,1,0,0,0,0,0,1,0,0,0
YER063W_YLR056W,1,0,0,0,0,0,1,0,0,0
YER070W_YER090W,1,0,0,0,0,0,1,0,0,0
YDL182W_YER145C,1,0,0,0,0,0,1,0,0,0
YER136W_YGR060W,1,0,0,0,0,0,1,0,0,0
YER136W_YOR016C,1,0,0,0,0,0,1,0,0,0
YPL058C_YAR042W,1,0,0,0,0,0,1,0,0,0
YDR377W_YDR322C-A,1,0,0,0,0,0,1,0,0,0
YJR088C_YBR283C,1,0,0,0,0,0,1,0,0,0
YOR153W_YER145C,1,0,0,0,0,0,1,0,0,0
YLR181C_YNL265C,1,0,0,0,0,0,1,0,0,0
YPR113W_YJR010W,1,0,0,0,0,0,1,0,0,0
YIL138C_YMR149W,1,0,0,0,0,0,1,0,0,0
YAL007C_YMR149W,1,0,0,0,0,0,1,0,0,0
YOR104W_YER145C,1,0,0,0,0,0,1,0,0,0
YDL109C_YDL100C,2,0,0,0,0,0,1,0,0,1
YML123C_YER020W,1,0,0,0,0,0,1,0,0,0
YKR080W_YDL052C,1,0,0,0,0,0,1,0,0,0
YDL109C_YLR110C,1,0,0,0,0,0,1,0,0,0
YCL025C_YGR234W,1,0,0,0,0,0,1,0,0,0
YNR035C_YFR024C-A,1,0,0,0,0,0,1,0,0,0
YDL182W_YDR100W,1,0,0,0,0,0,1,0,0,0
YER070W_YNL138W,1,0,0,0,0,0,1,0,0,0
YCL037C_YBR106W,1,0,0,0,0,0,1,0,0,0
YDR508C_YML086C,1,0,0,0,0,0,1,0,0,0
YBR011C_YJL153C,2,0,0,0,0,0,1,0,0,1
YPL058C_YMR058W,1,0,0,0,0,0,1,0,0,0
YDR293C_YGR234W,1,0,0,0,0,0,1,0,0,0
YLL061W_YMR149W,1,0,0,0,0,0,1,0,0,0
YJR010W_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YGR121C_YER145C,1,0,0,0,0,0,1,0,0,0
YGR155W_YOL147C,1,0,0,0,0,0,1,0,0,0
YIL034C_YGR080W,1,0,0,0,0,0,1,0,0,0
YCL025C_YIR038C,3,0,0,0,0,0,1,1,0,1
YMR238W_YMR149W,1,0,0,0,0,0,1,0,0,0
YER136W_YJR010W,2,0,0,0,0,0,1,0,0,1
YLR432W_YOL147C,1,0,0,0,0,0,1,0,0,0
YDL109C_YEL011W,1,0,0,0,0,0,1,0,0,0
YLR332W_YOL105C,1,0,0,0,0,0,1,0,0,0
YDR233C_YLR262C,1,0,0,0,0,0,1,0,0,0
YER020W_YDR032C,1,0,0,0,0,0,1,0,0,0
YKR072C_YOR039W,1,0,0,0,0,0,1,0,0,0
YNR035C_YER145C,1,0,0,0,0,0,1,0,0,0
YGL077C_YMR149W,3,0,0,0,0,0,1,0,1,1
YJL153C_YKR048C,1,0,0,0,0,0,1,0,0,0
YDR233C_YGR105W,1,0,0,0,0,0,1,0,0,0
YER063W_YFR024C-A,1,0,0,0,0,0,1,0,0,0
YGL206C_YGR229C,1,0,0,0,0,0,1,0,0,0
YER136W_YLR056W,1,0,0,0,0,0,1,0,0,0
YBR052C_YDR032C,4,0,0,0,0,0,1,1,1,1
YCL025C_YGL087C,1,0,0,0,0,0,1,0,0,0
YDL212W_YER145C,1,0,0,0,0,0,1,0,0,0
YKL067W_YMR300C,1,0,0,0,0,0,1,0,0,0
YDL109C_YBR101C,2,0,0,0,0,0,1,0,0,1
YPL058C_YGR229C,2,0,0,0,0,0,1,0,1,0
YJL002C_YFR041C,1,0,0,0,0,0,1,0,0,0
YDR100W_YBR106W,1,0,0,0,0,0,1,0,0,0
YPR028W_YPL246C,1,0,0,0,0,0,1,0,0,0
YNL007C_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YKL067W_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YER136W_YDR152W,1,0,0,0,0,0,1,0,0,0
YDL109C_YLR262C,2,0,0,0,0,0,1,0,0,1
YKL210W_YGR037C,1,0,0,0,0,0,1,0,0,0
YCL025C_YPL246C,1,0,0,0,0,0,1,0,0,0
YJL153C_YLL001W,1,0,0,0,0,0,1,0,0,0
YGR020C_YLR432W,1,0,0,0,0,0,1,0,0,0
YPL058C_YGR060W,2,0,0,0,0,0,1,0,1,0
YLR219W_YER145C,1,0,0,0,0,0,1,0,0,0
YER136W_YNL138W,1,0,0,0,0,0,1,0,0,0
YMR058W_YGR284C,1,0,0,0,0,0,1,0,0,0
YPL186C_YMR149W,1,0,0,0,0,0,1,0,0,0
YJL153C_YNL007C,1,0,0,0,0,0,1,0,0,0
YPL145C_YPL246C,1,0,0,0,0,0,1,0,0,0
YLR332W_YBR106W,1,0,0,0,0,0,1,0,0,0
YOR042W_YBR106W,1,0,0,0,0,0,1,0,0,0
YBR267W_YGL055W,1,0,0,0,0,0,1,0,0,0
YLR432W_YLR262C,1,0,0,0,0,0,1,0,0,0
YPL058C_YGL055W,2,0,0,0,0,0,1,0,1,0
YBR011C_YOR061W,1,0,0,0,0,0,1,0,0,0
YBR011C_YGL055W,1,0,0,0,0,0,1,0,0,0
YCL025C_YLR113W,1,0,0,0,0,0,1,0,0,0
YDR233C_YDR032C,3,0,0,0,0,0,1,1,0,1
YDL182W_YMR300C,1,0,0,0,0,0,1,0,0,0
YDR233C_YBR036C,1,0,0,0,0,0,1,0,0,0
YPR036W_YJL151C,1,0,0,0,0,0,1,0,0,0
YCL037C_YER145C,1,0,0,0,0,0,1,0,0,0
YJL002C_YDR264C,2,0,0,0,0,0,1,0,0,1
YIL128W_YHR122W,2,0,0,0,0,0,1,0,0,1
YLR028C_YJL153C,1,0,0,0,0,0,1,0,0,0
YNL007C_YML012W,1,0,0,0,0,0,1,0,0,0
YGL195W_YBR106W,1,0,0,0,0,0,1,0,0,0
YGR055W_YOR042W,1,0,0,0,0,0,1,0,0,0
YER136W_YDL160C,1,0,0,0,0,0,1,0,0,0
YDR233C_YJL153C,1,0,0,0,0,0,1,0,0,0
YIL138C_YER145C,1,0,0,0,0,0,1,0,0,0
YNR035C_YBR106W,1,0,0,0,0,0,1,0,0,0
YKL067W_YBR106W,1,0,0,0,0,0,1,0,0,0
YDL109C_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YDR508C_YMR058W,1,0,0,0,0,0,1,0,0,0
YCL025C_YML072C,1,0,0,0,0,0,1,0,0,0
YER136W_YPR028W,1,0,0,0,0,0,1,0,0,0
YJL002C_YOR042W,1,0,0,0,0,0,1,0,0,0
YOR323C_YGL055W,1,0,0,0,0,0,1,0,0,0
YBL102W_YER020W,1,0,0,0,0,0,1,0,0,0
YDL109C_YGL055W,3,0,0,0,0,0,1,0,1,1
YDR233C_YFR024C-A,1,0,0,0,0,0,1,0,0,0
YDL109C_YAL054C,1,0,0,0,0,0,1,0,0,0
YJL153C_YER090W,1,0,0,0,0,0,1,0,0,0
YER070W_YJL020C,1,0,0,0,0,0,1,0,0,0
YGL055W_YDL212W,1,0,0,0,0,0,1,0,0,0
YDR508C_YIL043C,2,0,0,0,0,0,1,0,1,0
YLR248W_YBR106W,1,0,0,0,0,0,1,0,0,0
YJL002C_YIR037W,1,0,0,0,0,0,1,0,0,0
YKL130C_YBR130C,1,0,0,0,0,0,1,0,0,0
YDL109C_YKL004W,1,0,0,0,0,0,1,0,0,0
YER136W_YMR300C,1,0,0,0,0,0,1,0,0,0
YDR508C_YMR292W,1,0,0,0,0,0,1,0,0,0
YMR058W_YMR149W,1,0,0,0,0,0,1,0,0,0
YJL153C_YPR028W,1,0,0,0,0,0,1,0,0,0
YIL138C_YBR130C,1,0,0,0,0,0,1,0,0,0
YLR064W_YLR110C,3,0,0,0,0,0,1,1,0,1
YCL025C_YOR276W,1,0,0,0,0,0,1,0,0,0
YPL058C_YBL042C,1,0,0,0,0,0,1,0,0,0
YPL058C_YEL002C,2,0,0,0,0,0,1,0,1,0
YML016C_YER145C,1,0,0,0,0,0,1,0,0,0
YIL124W_YML012W,4,0,0,0,0,0,1,1,1,1
YKR003W_YDR032C,2,0,0,0,0,0,1,0,0,1
YJL002C_YOL147C,1,0,0,0,0,0,1,0,0,0
YER070W_YIL034C,1,0,0,0,0,0,1,0,0,0
YNL007C_YPL246C,1,0,0,0,0,0,1,0,0,0
YNL268W_YDL212W,2,0,0,0,0,0,1,0,1,0
YJL016W_YER145C,1,0,0,0,0,0,1,0,0,0
YPR028W_YMR149W,1,0,0,0,0,0,1,0,0,0
YDL109C_YJL020C,1,0,0,0,0,0,1,0,0,0
YDL109C_YKR007W,1,0,0,0,0,0,1,0,0,0
YMR109W_YLR370C,2,0,0,0,0,0,1,0,0,1
YDL212W_YGR060W,2,0,0,0,0,0,1,0,1,0
YDL109C_YJL068C,1,0,0,0,0,0,1,0,0,0
YDL109C_YBL068W,2,0,0,0,0,0,1,0,0,1
YIL138C_YJL192C,1,0,0,0,0,0,1,0,0,0
YER070W_YMR095C,1,0,0,0,0,0,1,0,0,0
YGR055W_YGR284C,1,0,0,0,0,0,1,0,0,0
YER063W_YGR284C,1,0,0,0,0,0,1,0,0,0
YDL109C_YMR291W,1,0,0,0,0,0,1,0,0,0
YCL025C_YLR330W,1,0,0,0,0,0,1,0,0,0
YJL002C_YJL151C,1,0,0,0,0,0,1,0,0,0
YER070W_YKR048C,1,0,0,0,0,0,1,0,0,0
YDL182W_YFL005W,1,0,0,0,0,0,1,0,0,0
YGR055W_YBR283C,1,0,0,0,0,0,1,0,0,0
YER136W_YGR284C,1,0,0,0,0,0,1,0,0,0
YML086C_YKL067W,1,0,0,0,0,0,1,0,0,0
YOR323C_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YKL212W_YER145C,1,0,0,0,0,0,1,0,0,0
YJR088C_YIL043C,1,0,0,0,0,0,1,0,0,0
YKR048C_YKR080W,1,0,0,0,0,0,1,0,0,0
YNR035C_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YJL178C_YML012W,1,0,0,0,0,0,1,0,0,0
YDR233C_YKL088W,1,0,0,0,0,0,1,0,0,0
YER070W_YLR330W,1,0,0,0,0,0,1,0,0,0
YPL058C_YJR010W,1,0,0,0,0,0,1,0,0,0
YNL007C_YLR110C,1,0,0,0,0,0,1,0,0,0
YEL031W_YIR037W,1,0,0,0,0,0,1,0,0,0
YMR105C_YGR234W,1,0,0,0,0,0,1,0,0,0
YPL058C_YBR106W,1,0,0,0,0,0,1,0,0,0
YLR064W_YGR284C,1,0,0,0,0,0,1,0,0,0
YJL153C_YOR323C,1,0,0,0,0,0,1,0,0,0
YER136W_YPR052C,1,0,0,0,0,0,1,0,0,0
YDL109C_YGR284C,1,0,0,0,0,0,1,0,0,0
YOR323C_YLR432W,1,0,0,0,0,0,1,0,0,0
YBL039W-A_YBR177C,1,0,0,0,0,0,1,0,0,0
YHL011C_YBR106W,1,0,0,0,0,0,1,0,0,0
YHR007C_YMR292W,1,0,0,0,0,0,1,0,0,0
YCL025C_YNL274C,1,0,0,0,0,0,1,0,0,0
YDR100W_YOL147C,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YDR196C,2,0,0,0,0,0,1,0,0,1
YDL109C_YML106W,2,0,0,0,0,0,1,0,0,1
YCL037C_YMR300C,1,0,0,0,0,0,1,0,0,0
YGR055W_YKL212W,1,0,0,0,0,0,1,0,0,0
YJL002C_YLR432W,1,0,0,0,0,0,1,0,0,0
YER063W_YER145C,1,0,0,0,0,0,1,0,0,0
YDR068W_YOL147C,1,0,0,0,0,0,1,0,0,0
YDL215C_YOL147C,1,0,0,0,0,0,1,0,0,0
YLR064W_YLR350W,1,0,0,0,0,0,1,0,0,0
YBR077C_YDL123W,1,0,0,0,0,0,1,0,0,0
YDL109C_YDL021W,2,0,0,0,0,0,1,0,0,1
YIL124W_YMR149W,3,0,0,0,0,0,1,0,1,1
YJR088C_YJL192C,1,0,0,0,0,0,1,0,0,0
YDR233C_YNL007C,2,0,0,0,0,0,1,1,0,0
YLR432W_YIL027C,1,0,0,0,0,0,1,0,0,0
YDL109C_YPR062W,2,0,0,0,0,0,1,0,0,1
YER063W_YLR432W,1,0,0,0,0,0,1,0,0,0
YER136W_YIR037W,1,0,0,0,0,0,1,0,0,0
YCL025C_YHR068W,1,0,0,0,0,0,1,0,0,0
YDL215C_YMR300C,1,0,0,0,0,0,1,0,0,0
YGR055W_YDL212W,1,0,0,0,0,0,1,0,0,0
YHR146W_YIL121W,1,0,0,0,0,0,1,0,0,0
YOR323C_YPR113W,1,0,0,0,0,0,1,0,0,0
YMR261C_YKR080W,1,0,0,0,0,0,1,0,0,0
YMR300C_YMR105C,1,0,0,0,0,0,1,0,0,0
YEL031W_YPL057C,1,0,0,0,0,0,1,0,0,0
YGR055W_YGL203C,1,0,0,0,0,0,1,0,0,0
YBR234C_YNL243W,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YOR042W,1,0,0,0,0,0,1,0,0,0
YCL025C_YML067C,1,0,0,0,0,0,1,0,0,0
YDL182W_YMR058W,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YJR076C,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YNL007C,1,0,0,0,0,0,1,0,0,0
YDL109C_YGR232W,1,0,0,0,0,0,1,0,0,0
YDL109C_YPR113W,1,0,0,0,0,0,1,0,0,0
YER136W_YER145C,1,0,0,0,0,0,1,0,0,0
YDL109C_YFL038C,1,0,0,0,0,0,1,0,0,0
YBR011C_YMR105C,2,0,0,0,0,0,1,0,0,1
YDL109C_YGL049C,1,0,0,0,0,0,1,0,0,0
YDL109C_YDL212W,1,0,0,0,0,0,1,0,0,0
YGL055W_YDR152W,1,0,0,0,0,0,1,0,0,0
YPR113W_YGR284C,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YDL125C,1,0,0,0,0,0,1,0,0,0
YER063W_YGR060W,1,0,0,0,0,0,1,0,0,0
YDL109C_YMR149W,1,0,0,0,0,0,1,0,0,0
YDR233C_YNL243W,1,0,0,0,0,0,1,0,0,0
YBR011C_YOR042W,1,0,0,0,0,0,1,0,0,0
YLL023C_YEL031W,2,0,0,0,0,0,1,0,1,0
YGL206C_YGR234W,1,0,0,0,0,0,1,0,0,0
YJL153C_YNL243W,1,0,0,0,0,0,1,0,0,0
YIL138C_YGR284C,1,0,0,0,0,0,1,0,0,0
YML086C_YBR106W,1,0,0,0,0,0,1,0,0,0
YPR035W_YJL153C,1,0,0,0,0,0,1,0,0,0
YDR100W_YIL027C,1,0,0,0,0,0,1,0,0,0
YGR055W_YBR106W,1,0,0,0,0,0,1,0,0,0
YER136W_YOL147C,1,0,0,0,0,0,1,0,0,0
YIL062C_YNL243W,2,0,0,0,0,0,1,0,0,1
YIL062C_YLR370C,2,0,0,0,0,0,1,0,0,1
YLL023C_YDR152W,1,0,0,0,0,0,1,0,0,0
YIL138C_YML012W,1,0,0,0,0,0,1,0,0,0
YDR233C_YNL255C,1,0,0,0,0,0,1,0,0,0
YER070W_YIL138C,1,0,0,0,0,0,1,0,0,0
YER063W_YOR042W,1,0,0,0,0,0,1,0,0,0
YDR302W_YML012W,1,0,0,0,0,0,1,0,0,0
YJL002C_YER145C,1,0,0,0,0,0,1,0,0,0
YJL002C_YHR110W,2,0,0,0,0,0,1,0,0,1
YML086C_YNL121C,1,0,0,0,0,0,1,0,0,0
YPL058C_YPL246C,1,0,0,0,0,0,1,0,0,0
YDL212W_YOR042W,1,0,0,0,0,0,1,0,0,0
YPL186C_YML012W,1,0,0,0,0,0,1,0,0,0
YNR035C_YGR060W,1,0,0,0,0,0,1,0,0,0
YKL094W_YER145C,1,0,0,0,0,0,1,0,0,0
YCL025C_YOR323C,1,0,0,0,0,0,1,0,0,0
YKL212W_YLR110C,2,0,0,0,0,0,1,1,0,0
YML072C_YOL147C,1,0,0,0,0,0,1,0,0,0
YAR042W_YGR229C,1,0,0,0,0,0,1,0,0,0
YDL182W_YLR432W,1,0,0,0,0,0,1,0,0,0
YOR270C_YMR149W,1,0,0,0,0,0,1,0,0,0
YKR080W_YGR284C,1,0,0,0,0,0,1,0,0,0
YDL109C_YLR345W,1,0,0,0,0,0,1,0,0,0
YJL002C_YNL255C,1,0,0,0,0,0,1,0,0,0
YBR025C_YMR300C,2,0,0,0,0,0,1,0,1,0
YPL246C_YML012W,1,0,0,0,0,0,1,0,0,0
YDR508C_YOL147C,1,0,0,0,0,0,1,0,0,0
YER070W_YNL255C,1,0,0,0,0,0,1,0,0,0
YOR323C_YML086C,1,0,0,0,0,0,1,0,0,0
YEL051W_YGL006W,2,0,0,0,0,0,1,0,1,0
YEL031W_YMR134W,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YIL034C,1,0,0,0,0,0,1,0,0,0
YDL109C_YDL135C,2,0,0,0,0,0,1,0,0,1
YBR011C_YGR229C,1,0,0,0,0,0,1,0,0,0
YKR080W_YBR101C,1,0,0,0,0,0,1,0,0,0
YMR012W_YKR080W,1,0,0,0,0,0,1,0,0,0
YML056C_YOR042W,1,0,0,0,0,0,1,0,0,0
YER063W_YDL212W,1,0,0,0,0,0,1,0,0,0
YKR003W_YMR149W,1,0,0,0,0,0,1,0,0,0
YDR508C_YMR238W,2,0,0,0,0,0,1,0,1,0
YML056C_YOR089C,1,0,0,0,0,0,1,0,0,0
YEL031W_YPR052C,1,0,0,0,0,0,1,0,0,0
YLR432W_YMR058W,1,0,0,0,0,0,1,0,0,0
YIL138C_YEL031W,1,0,0,0,0,0,1,0,0,0
YCR077C_YDL165W,2,0,0,0,0,0,1,0,0,1
YJL178C_YPR028W,1,0,0,0,0,0,1,0,0,0
YLR110C_YMR149W,2,0,0,0,0,0,1,0,0,1
YOR061W_YGL019W,2,0,0,0,0,0,1,0,0,1
YAL007C_YFR024C-A,1,0,0,0,0,0,1,0,0,0
YDL109C_YBR283C,1,0,0,0,0,0,1,0,0,0
YER070W_YMR291W,1,0,0,0,0,0,1,0,0,0
YKR080W_YNL255C,1,0,0,0,0,0,1,0,0,0
YGR055W_YLR262C,1,0,0,0,0,0,1,0,0,0
YGL055W_YMR300C,1,0,0,0,0,0,1,0,0,0
YJL153C_YOR089C,1,0,0,0,0,0,1,0,0,0
YML058W-A_YJL153C,1,0,0,0,0,0,1,0,0,0
YJL192C_YJL117W,2,0,0,0,0,0,1,0,0,1
YPL058C_YDL212W,2,0,0,0,0,0,1,0,1,0
YER136W_YEL002C,1,0,0,0,0,0,1,0,0,0
YML012W_YER145C,1,0,0,0,0,0,1,0,0,0
YNR035C_YMR149W,1,0,0,0,0,0,1,0,0,0
YLR332W_YKR080W,1,0,0,0,0,0,1,0,0,0
YGR055W_YEL031W,2,0,0,0,0,0,1,0,0,1
YCL025C_YJL151C,2,0,0,0,0,0,1,0,1,0
YLL023C_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YPL058C_YOL147C,1,0,0,0,0,0,1,0,0,0
